screen_name,name,description,location,expanded_url,verified,#followers,#friends,#listed,#statuses,joined
JoaquinCastrotx,Joaquin Castro,"Texas Congressman, Member of the House Foreign Affairs and House Intelligence Committees & host of @DiploCable","San Antonio, Texas",http://castro.house.gov,true,125220,1566,1921,12964,2010-12-28T18:41:02+00:00
RepBrendanBoyle,US Rep Brendan Boyle,"Congressman from Pennsylvania. Proudly representing Philadelphia and Montco. Notre Dame & Harvard alum. Husband, dad and eternally hopeful Philly sports fan.",Philadelphia and Washington,http://www.VoteBoyle.com,true,18663,1877,579,6492,2010-12-27T16:31:09+00:00
RepDavid,Rep David Schweikert,Avid hiker and coffee enthusiast who is proud to represent Arizona's 6th Congressional District in the U.S. House of Representatives.,Arizona,http://schweikert.house.gov/,true,24692,1912,1066,3528,2010-12-21T19:48:02+00:00
SenatorLankford,Sen. James Lankford,Serving the State of Oklahoma in the United States Senate,"Oklahoma and Washington, DC",http://lankford.senate.gov,true,69138,434,1692,5639,2010-12-12T20:33:07+00:00
HouseAdmnGOP,CHA Republicans,"Committee on House Administration, Republican Office. Chairman Gregg Harper (R-Miss.)",1309 LHOB,http://cha.house.gov/,true,5420,322,270,338,2010-12-08T21:58:36+00:00
RepMarthaRoby,Rep. Martha Roby,I am honored to represent Alabama’s Second Congressional District in the U.S. House of Representatives.,"",http://roby.house.gov/,true,31016,2198,1106,8166,2010-12-08T16:56:29+00:00
SenBennetCO,Michael Bennet,U.S. Senator for Colorado,Colorado,http://bennet.senate.gov,true,208129,345,2337,3212,2010-12-08T16:29:29+00:00
NitaLowey,Nita Lowey,Proudly representing NY's 17th District. RM on House Approps Committee (@AppropsDems). RTs/follows ≠ endorsements. Newsletter sign-up: https://t.co/JSmr63CIAQ,"New York and Washington, D.C.",http://lowey.house.gov/,true,26521,1893,956,3502,2010-12-01T16:36:35+00:00
SenToomey,Senator Pat Toomey,Official Twitter account for Pat Toomey. Husband. Father. U.S. Senator for Pennsylvania.,"",http://toomey.senate.gov,true,122550,1072,2639,4526,2010-11-29T22:32:09+00:00
RepKinzinger,Adam Kinzinger,I represent Illinois' 16th District. It's an honor to serve in Congress on @HouseCommerce and @HouseForeign - and to serve as a pilot in the Air National Guard.,"Channahon, IL",http://kinzinger.house.gov,true,41762,968,1334,7627,2010-11-24T21:04:11+00:00
SenatorTimScott,Tim Scott,Proudly representing the great state of South Carolina in the United States Senate.,"",http://scott.senate.gov,true,372126,3922,3546,7527,2010-11-19T20:34:30+00:00
RandPaul,Senator Rand Paul,"U.S. Senator for Kentucky | I fight for the Constitution, individual liberty and the freedoms that make this country great.","Bowling Green, KY",http://paul.senate.gov,true,2402593,481,12510,12495,2010-11-17T23:52:35+00:00
SenDonnelly,Senator Joe Donnelly,U.S. Senator Joe Donnelly's communications staff,"",http://www.donnelly.senate.gov/,true,114719,216,1906,6128,2010-11-16T22:24:01+00:00
RepBillJohnson,Bill Johnson,Proudly representing #Ohio's 6th Congressional District. Energy Enthusiast. Veteran. Husband. Father. Grandfather.,Eastern/Southeastern Ohio,http://billjohnson.house.gov/,true,33862,836,872,5478,2010-11-03T14:33:04+00:00
RepSteveStivers,Steve Stivers,Proud to represent the citizens of Ohio's 15th Congressional District.,"",http://stivers.house.gov,true,32474,938,910,3083,2010-11-03T05:57:36+00:00
RepCuellar,Rep. Henry Cuellar,Serving the 28th District of Texas in U.S. House of Representatives,"Laredo, Texas / Washington DC",http://cuellar.house.gov,true,21635,2076,889,5018,2010-11-01T20:20:17+00:00
SenJohnBarrasso,Sen. John Barrasso,U.S. Senator for the great state of Wyoming and @SenateRPC Chairman.,"",http://barrasso.senate.gov,true,101922,511,2069,3982,2010-10-13T14:49:08+00:00
RepAndreCarson,André Carson,The official Twitter account for Congressman André Carson of Indiana's 7th District. #Indianapolis #Indy,Indianapolis,http://carson.house.gov/,true,35631,944,1023,3578,2010-10-06T15:47:50+00:00
RepVisclosky,Rep. Pete Visclosky,"Tweets from the Office of Congressman Pete Visclosky, proudly representing the people of Indiana's First Congressional District. Policy: http://t.co/Wi81U7L5zE","Northwest, IN - Washington, DC",http://visclosky.house.gov/,true,13500,1064,624,1850,2010-09-22T21:24:46+00:00
SenCapito,Shelley Moore Capito,Proudly serving West Virginia in the United States Senate.,"",http://www.capito.senate.gov/,true,62275,1000,1500,7144,2010-09-22T18:06:14+00:00
RepJudyChu,Judy Chu,Proudly representing California's 27th District in the U.S. House of Representatives. Ways and Means. Small Business. Chair of @CAPAC.,"Pasadena, CA",http://chu.house.gov,true,58000,44721,1418,4740,2010-09-22T15:18:17+00:00
RepTomGraves,Tom Graves,Conservative Republican representing Georgia's 14th Congressional District #GA14,"Washington, DC",http://tomgraves.house.gov/,true,18953,2118,852,3996,2010-09-13T17:36:23+00:00
Clyburn,James E. Clyburn,"Rep. Clyburn is the Assistant Democratic Leader, the number three Democrat in the House of Representatives. He represents South Carolina's 6th District.","Washington, DC",http://assistantdemocraticleader.house.gov,true,58947,1381,1657,2087,2010-09-07T18:50:22+00:00
timkaine,Tim Kaine,"Husband to @AnneHolton, father of 3. U.S. Senator from Virginia. In my free time, I’m either outdoors, reading, or jamming on the harmonica.","Richmond, VA",http://timkaine.com,true,999257,777,6144,9660,2010-07-30T20:00:32+00:00
SenateBudget,Senate Budget Cmte,News & info from Senate Budget Committee Ranking Member @sensanders of Vermont,"Washington, DC",http://budget.senate.gov/democratic/,true,6108,365,348,2481,2010-07-29T20:03:47+00:00
SenBobCasey,Senator Bob Casey,Official twitter profile for U.S. Senator Bob Casey.,"Scranton, PA",http://about.me/SenBobCasey,true,411648,579,2910,8232,2010-07-27T18:38:20+00:00
repdavidscott,David Scott,"Representing Georgia's 13th Congressional District including Cobb, Douglas, Fayette, Fulton, Clayton, and Henry Counties.",Georgia,http://www.davidscott.house.gov/,true,18748,1845,754,2752,2010-07-20T14:10:32+00:00
RepEBJ,US Rep E.B.Johnson,"Rep. Eddie Bernice Johnson representing TX-30; Ranking Member of the House Committee on Science, Space and Technology; 1st Registered Nurse in Congress","Dallas, Texas",http://ebjohnson.house.gov,true,30930,2117,1112,8352,2010-07-19T14:25:48+00:00
NydiaVelazquez,Rep. Nydia Velazquez,Represents New York's 7th Congressional District in the U.S. House of Representatives.  Top Democrat on House Small Business Committee. Follow us  @HouseSBCDems,NYC and DC,https://velazquez.house.gov/,true,43824,4299,1201,5255,2010-07-08T18:18:20+00:00
RepEliotEngel,Eliot Engel,Congressman representing parts of the Bronx and Westchester Counties in New York #NY16,"",http://engel.house.gov,true,24959,848,981,4032,2010-07-07T20:34:17+00:00
repcleaver,Rep. Emanuel Cleaver,"This is the official Twitter page of Congressman Emanuel Cleaver, II, representing Missouri's Fifth District.","",http://cleaver.house.gov,true,36936,867,1052,5930,2010-07-06T19:14:47+00:00
RepCohen,Steve Cohen,CongressTN09 Memphis;Judiciary&Transportation;Civil Rights&Liberties;Impeach45; Women&Minority Issues;Med. Research;Animal Welfare;Father of TN Ed. Lottery; Dem,"Memphis, TN and Washington, DC",http://cohen.house.gov,true,50253,7663,1406,8292,2010-07-02T15:10:21+00:00
BobbyScott,Rep. Bobby Scott,"Proudly representing Virginia's 3rd Congressional District. Ranking Member, Committee on Education and the Workforce @edworkforcedems.","Newport News, VA",http://bobbyscott.house.gov,true,29632,2867,1054,5359,2010-07-01T19:57:00+00:00
RepKayGranger,Rep. Kay Granger,"Representing the 12th District of Texas. Chairwoman of the House Appropriations Defense Subcommittee. #TX12

Visit: https://t.co/ZtI89a8VQZ",Texas,http://kaygranger.house.gov,true,19414,1135,997,1724,2010-07-01T17:14:51+00:00
gracenapolitano,Rep.Grace Napolitano,Congresswoman from California's 32nd Congressional District in the US House of Representatives,"El Monte, CA",https://napolitano.house.gov,true,30563,505,1030,2289,2010-06-30T19:48:06+00:00
RepAlGreen,Congressman Al Green,Proud to represent the 9th District of Texas in the U.S. House of Representatives • https://t.co/Lcfa10jIfH • https://t.co/MXGp8OLtZm #First58,"Houston, TX & Washington, DC",http://algreen.house.gov,true,50151,636,1257,1669,2010-06-16T17:20:23+00:00
RepDavidEPrice,David E. Price,"I am proud to represent NC's 4th Congressional District, which includes Orange and parts of Wake and Durham Counties.","",http://price.house.gov/,true,25847,2487,851,3894,2010-06-14T19:44:06+00:00
RepLloydDoggett,Lloyd Doggett,"Representing communities from San Antonio to Austin. Senior Member of Ways & Means Committee, Ranking Member of Subcommittee on Tax Policy.",Texas,http://doggett.house.gov,true,30367,403,1171,5982,2010-06-09T23:53:50+00:00
RepMarciaFudge,Rep. Marcia L. Fudge,"I work on behalf of the people of the 11th District to create jobs, promote quality education, improve access to health care and protect civil rights for all.","Cleveland / Akron, OH",http://instagram.com/RepMarciaFudge,true,32159,6236,1162,5469,2010-06-08T17:54:06+00:00
HouseBudgetDems,House Budget Dems,Ranking Member: @RepJohnYarmuth,"",http://democrats.budget.house.gov,true,11610,329,491,4725,2010-06-04T18:12:56+00:00
ChrisMurphyCT,Chris Murphy,U.S. Senator from Connecticut.,"",,true,720409,182,4710,17394,2010-05-31T01:22:43+00:00
RepBrady,Bob Brady,Proudly representing Pennsylvania's 1st District in House of Representatives. Born & Raised in Philadelphia. Fighting for Equality and Democracy.,Philly - Delco - DC,http://www.brady.house.gov,true,13433,719,811,749,2010-05-26T18:53:52+00:00
RepRobBishop,Rob Bishop,"",Brigham City or D.C.,http://robbishop.house.gov,,3505,95,370,0,2010-05-25T16:02:26+00:00
rosadelauro,Rosa DeLauro,"Proud to represent CT's 3rd CD. Italian-American, New Haven native, fierce advocate for a strong middle class & those in need. Tweets from Rosa are signed -Rosa","New Haven, CT",http://delauro.house.gov,true,36654,4232,1274,6446,2010-05-05T18:11:32+00:00
RepJohnConyers,"John Conyers, Jr.",Former Congressman for Michigan's 13th District. | Korean War Vet | #JobsJusticePeace ✌🏽. | Proud father of @MRCONYERS & @CarlConyers | RTs ≠ Endorsements,Detroit/Washington D.C.,,true,43512,862,1369,3361,2010-04-30T14:49:06+00:00
RepTedDeutch,Rep. Ted Deutch,Ranking Member of Ethics Committee. Member of Foreign Affairs & Judiciary. Proudly serving Broward & Palm Beach Counties. Vegan.,"Florida, USA",http://Deutch.house.gov,true,55472,2459,1421,6911,2010-04-27T19:51:54+00:00
RepSheaPorter,Rep. Shea-Porter,"Proudly serving New Hampshire's First District in the U.S. House of Representatives.
https://t.co/fHOFp4xW","",http://shea-porter.house.gov,true,6976,462,348,1370,2010-03-25T01:42:47+00:00
RepFredUpton,Fred Upton,"Call me Fred. Husband, Dad, & proud to represent #MI06. Chair of #SubEnergy.","St. Joseph, Michigan",http://upton.house.gov,true,23274,2013,1136,5785,2010-03-18T17:34:35+00:00
repdinatitus,Dina Titus,Congresswoman proudly representing the First District of Nevada in the U.S. House of Representatives. https://t.co/g6tZzJD45q,"Las Vegas, NV",http://www.titus.house.gov,true,31288,1843,841,10392,2010-03-11T21:05:31+00:00
SenatorCantwell,Sen. Maria Cantwell,U.S. Senator from Washington State | Tweets from Maria are signed –MC | Facebook: https://t.co/qLmMk10nJI RT≠endorsement,"Washington, DC",http://www.cantwell.senate.gov,true,224722,1596,2291,6976,2010-02-25T19:21:52+00:00
JECDems,JEC Democrats,Joint Economic Committee Democrats working to build an economy that works for everyone. Ranking Member: Senator @MartinHeinrich,"Washington, D.C.",http://bit.ly/JEC-Democrats,true,6860,1650,346,4085,2010-02-22T18:11:02+00:00
DWStweets,Debbie Wasserman Schultz,"Dog loving, clean cooking, breast cancer-surviving, Florida Gator cheering, softball-playing mother of three fighting in Congress on behalf of South Floridians.","Weston, FL & Washington, D.C.",http://debbiewassermanschultz.com,true,369824,861,5059,9955,2010-02-20T17:35:01+00:00
HouseCommerce,Energy and Commerce,House Energy & Commerce: #SubHealth #SubOversight #SubEnergy #SubCommTech #SubEnvironment #SubDCCP,"Washington, D.C.",http://energycommerce.house.gov/,true,30729,1035,1288,13659,2010-02-16T14:18:06+00:00
RepRonKind,Rep. Ron Kind,Member of the U.S. House of Representatives from Wisconsin's Third Congressional District.,"Washington, DC",http://www.kind.house.gov,true,13631,559,864,1310,2010-02-09T15:14:02+00:00
repjoecrowley,Rep. Joe Crowley,Proudly representing New York’s 14th Congressional District. Chairman of @HouseDemocrats. #Queens #Bronx https://t.co/y9inUilpX3,"",http://crowley.house.gov,true,32339,1050,1199,6383,2010-02-05T16:39:11+00:00
RepGeneGreen,Rep. Gene Green,Proudly serving the 29th Congressional District of Texas | Ranking Member of @EnergyCommerce Subcommittee on Health | Proud @UHouston Alum,"Houston, TX",http://green.house.gov,true,18097,676,877,2998,2010-02-05T16:37:13+00:00
RepDianeBlack,Diane Black,Proudly representing Tennessee's Sixth District (#TN06). Registered nurse & former @HouseBudgetGOP Chair.,"Gallatin, TN",http://black.house.gov,true,29862,2023,1175,5915,2010-02-01T22:58:22+00:00
SenatorShaheen,Sen. Jeanne Shaheen,Proud Granite Stater serving New Hampshire in the US Senate. Former Governor. Mother & Grandmother. Frequent Flyer. Pats & Red Sox Fan. Outdoor enthusiast.,"Washington, DC",http://shaheen.senate.gov/,true,98188,3460,2179,6815,2010-01-28T15:22:44+00:00
JECRepublicans,Joint Economic Committee,"Official account of the U.S. Congressional Joint Economic Committee, Republicans.     Chairman @RepErikPaulsen","",http://jec.senate.gov/republicans/public/index.cfm?p=Home,true,5467,814,251,7197,2010-01-28T14:53:17+00:00
SenatorCardin,Senator Ben Cardin,"U.S. Senator for Maryland. #SaveTheBay. Small Business, Foreign Relations, Enviro, Finance committees. https://t.co/Rwn7M4xbXO","Maryland, USA",http://www.cardin.senate.gov,true,240474,2727,2919,9902,2010-01-27T22:03:53+00:00
SenateBanking,Senate Banking Democrats,"Senate Banking, Housing, & Urban Affairs Democrats. Ranking Member @SenSherrodBrown https://t.co/toDSOgL9tT","Washington, DC",http://banking.senate.gov,true,17438,292,840,850,2010-01-13T00:45:16+00:00
maziehirono,Senator Mazie Hirono,U.S. Senator Mazie K. Hirono - Proudly Serving the People of Hawaii,Hawaii,http://www.hirono.senate.gov,true,301829,1337,2771,5310,2009-11-24T03:10:37+00:00
RepDwightEvans,Dwight Evans,Representing the 2nd Congressional District in PA. Making Ideas Matter since 1980. Connect on Facebook: https://t.co/xMYIkdOrWR,Phila and Montgomery County,https://evans.house.gov/,true,11743,2841,531,14632,2009-11-17T14:25:20+00:00
RepGaramendi,John Garamendi,"Congressman for California's 3rd Congressional District, former Lieutenant Governor, Insurance Commissioner, Deputy Interior Secretary, state legislator","Walnut Grove, CA",http://garamendi.house.gov,true,26034,9020,1202,12628,2009-11-10T00:31:12+00:00
SenMikeLee,Mike Lee,I am a United States Senator from the great state of Utah. Please help me restore constitutional leadership to Washington!,Utah,http://www.lee.senate.gov,true,466898,2404,4518,4766,2009-11-09T22:47:47+00:00
RepJoeCourtney,Rep. Joe Courtney,"U.S. Congressman proudly fighting for the residents of Connecticut’s 2nd Congressional District. https://t.co/qNiLbsYBdJ, Instagram: repjoecourtney","Vernon, CT",http://courtney.house.gov,true,22774,1948,983,6148,2009-10-26T19:45:09+00:00
RepPaulTonko,Paul Tonko,"U.S. Representative for New York’s 20th Congressional District including Albany, Schenectady, Troy, Saratoga Springs, Amsterdam and surrounding areas.","",http://tonko.house.gov/,true,23529,1876,970,11116,2009-10-21T17:24:57+00:00
EnergyGOP,Senate Energy GOP,Official Twitter account for the Senate Committee on Energy and Natural Resources (Majority). Chaired by @LisaMurkowski of #Alaska.,"Washington, DC",http://energy.senate.gov,true,11381,792,587,7021,2009-10-15T16:44:57+00:00
BennieGThompson,Bennie G. Thompson,Husband. Father. Grandfather. Avid hunter. Proudly serving #MS02 in Congress. | Ranking member of @HomelandDems. | Follow my Instagram: @benniegthompson.,"Bolton, Mississippi",http://benniethompson.house.gov,true,9845,461,602,1519,2009-10-14T20:47:03+00:00
JacksonLeeTX18,Sheila Jackson Lee,"Official Twitter account for Congresswoman Sheila Jackson Lee, Representing Texas' 18th Congressional District in the U.S. House of Representatives.","Houston, TX",http://www.jacksonlee.house.gov,true,61287,2414,1574,5995,2009-10-07T16:13:13+00:00
GerryConnolly,Gerry Connolly,Proudly representing Virginia's 11th District,Virginia's 11th District,,true,45394,242,1011,6831,2009-09-29T23:17:33+00:00
SenatorIsakson,Johnny Isakson,"U.S. Senator Johnny Isakson, R-Ga. | Committees: Veterans' Affairs, Chairman; Ethics, Chairman; Foreign Relations; HELP; Finance.
Keep comments family friendly.",GA & DC,http://www.isakson.senate.gov,true,59545,442,1985,5398,2009-09-29T20:09:30+00:00
RulesReps,HouseRulesCommittee,"The official Twitter page for the U.S. House Rules Committee, GOP Majority. Congressman Pete Sessions (R-TX), Chairman.","Washington, DC",http://rules.house.gov/,true,15697,1402,640,2779,2009-09-29T17:37:09+00:00
SenAlexander,Sen. Lamar Alexander,7th generation Tennessean born and raised in Maryville #OpioidCrisisResponse #MusicModernizationAct #StandWithSongwriters #RestoreOurParksAct,"Maryville, TN",http://www.alexander.senate.gov,true,92907,452,2453,5418,2009-09-23T13:58:50+00:00
SenStabenow,Sen. Debbie Stabenow,Representing the people from the Great State of Michigan in the United States Senate,"Washington, DC",http://stabenow.senate.gov,true,93591,2151,2117,3812,2009-09-22T21:30:16+00:00
Robert_Aderholt,Rep. Robert Aderholt,Proudly serving the 4th Congressional District of Alabama in the United States House of Representatives,"Haleyville, AL",,true,23083,382,1075,1576,2009-09-22T21:16:37+00:00
CongMikeSimpson,Cong. Mike Simpson,Proudly representing Idaho's 2nd Congressional District,"Washington, D.C.",http://www.simpson.house.gov,true,15234,153,576,844,2009-09-21T20:26:26+00:00
HouseForeign,Foreign Affairs Cmte,"House Foreign Affairs Committee, U.S. House of Representatives.
Tweets from Chairman @RepEdRoyce are signed with –ER.","Washington, DC",http://Facebook.com/HouseForeign,true,37158,4332,1164,12515,2009-09-18T19:48:08+00:00
SenPatRoberts,Senator Pat Roberts,Senior Senator from Kansas. Chairman of @SenateAgGOP.,"Kansas, USA",,true,62733,891,1849,6006,2009-09-18T19:34:56+00:00
BillPascrell,"Bill Pascrell, Jr.","Representing the 9th District of New Jersey in the House of Representatives. Member, Ways & Means Committee. Ranking Democrat, Ways & Means Trade Subcommittee.","Paterson, NJ",http://pascrell.house.gov,true,34878,35,890,3326,2009-09-15T17:54:32+00:00
HASCDemocrats,House Armed Services,"Oversight and funding of the Department of Defense, the United States Armed Forces, and portions of the Department of Energy. Ranking member: @RepAdamSmith","Washington, DC",http://democrats.armedservices.house.gov,true,15159,767,751,2194,2009-09-14T23:09:32+00:00
JudgeTedPoe,Ted Poe,"Member of Congress, representing the second district of the great state of Texas","Humble, Texas",http://poe.house.gov,true,34053,694,1336,5558,2009-09-14T16:40:24+00:00
SenBobCorker,Senator Bob Corker,Official news and updates from United States Senator Bob Corker (R-Tennessee) and his staff.,Tennessee,http://corker.senate.gov/,true,387836,564,3957,4231,2009-09-11T03:56:08+00:00
SenGillibrand,Kirsten Gillibrand,"Theo and Henry's mom, U.S. Senator from New York, author of NYT bestseller Off the Sidelines. Pitcher, but sometimes left fielder. Democrat.",New York,http://kirstengillibrand.com,true,1290646,516,8586,17025,2009-09-07T03:53:24+00:00
louiseslaughter,Louise Slaughter,"Honored to serve the people of Rochester and Monroe County, NY. Only microbiologist in Congress and Ranking Member of the House Committee on Rules.",NY-25,http://www.louise.house.gov,true,24579,1428,1093,3426,2009-08-05T15:53:07+00:00
HFACDemocrats,House Foreign Affairs Committee Democrats,"Eliot L. Engel (@RepEliotEngel), Ranking Member House Committee on Foreign Affairs, U.S. House of Representatives.","Washington, DC",http://democrats.foreignaffairs.house.gov/,true,34119,123,1145,8546,2009-07-29T14:28:03+00:00
SenatorTomUdall,Tom Udall,United States Senator from New Mexico.,Santa Fe and Washington,http://tomudall.senate.gov,true,159515,335,2189,5515,2009-07-28T06:10:29+00:00
RepAdamSmith,Rep. Adam Smith,Proudly serving Washington State's 9th District. Ranking Member of the House Armed Services Committee @HASCDemocrats,Washington's 9th District,http://adamsmith.house.gov,true,28739,1745,1246,3562,2009-07-21T21:31:55+00:00
RepMikeQuigley,Mike Quigley,"#IL05 Congressman, House Appropriator, member of Intel Committee, amateur hockey player & proud Cubs fan https://t.co/zL9fkzy188","Chicago, IL; Washington, DC",http://www.quigley.house.gov,true,38310,2183,1555,10949,2009-07-15T00:10:43+00:00
BillCassidy,"Bill Cassidy, M.D.",Gastroenterologist currently serving the people of Louisiana in the U.S. Senate,"Baton Rouge, LA",http://www.billcassidy.com,true,42533,1336,1645,5521,2009-07-10T22:02:55+00:00
DrPhilRoe,Dr. Phil Roe,"Official Account of Rep. Phil Roe, MD, serving Tennessee's First Congressional District. @HouseVetAffairs Chair. Member @EdWorkforce & co-chair of @gopdoccaucus",East Tennessee,http://www.roe.house.gov,true,16985,281,949,3031,2009-06-30T20:07:34+00:00
RepMikeTurner,US Rep. Mike Turner,"I proudly represent the Tenth District of Ohio. Montgomery County, Greene County and Fayette County. #OH10","Washington, DC and Dayton, OH",http://turner.house.gov,true,21038,1026,825,2665,2009-06-26T21:15:07+00:00
RepJohnLarson,Rep. John Larson,Member of Congress representing the First  District of Connecticut.,"Hartford, CT",http://larson.house.gov,true,23493,488,981,3139,2009-06-24T21:47:31+00:00
RepMcClintock,Tom McClintock,"United States Representative, 4th District of California","Washington, DC",http://mcclintock.house.gov/,true,13274,0,1136,416,2009-06-24T00:21:07+00:00
SteveKingIA,Steve King,"U.S. Congress, 4th Congressional District of Iowa #IA04","Washington, DC",,true,104077,189,2631,2515,2009-06-17T21:09:41+00:00
RepMimiWalters,Mimi Walters,"Wife, mother of 4 awesome children, and U.S. Congresswoman proudly serving #CA45.","Irvine, CA",http://walters.house.gov,true,13187,1032,640,4831,2009-06-17T00:59:59+00:00
brianschatz,Brian Schatz,United States Senator from Hawaii. Dad. Climate Hawk. Appropriator. Chief Deputy Whip.,"ÜT: 19.72105,-155.087417",http://www.brianschatz.com,true,152558,2034,2027,9275,2009-06-16T21:54:28+00:00
SenSherrodBrown,Sherrod Brown,Office of United States Senator Sherrod Brown. Proud to serve Ohio. Tweets from Sherrod signed -SB.,"Cleveland, OH",http://brown.senate.gov,true,347547,206,3905,5218,2009-06-01T16:07:45+00:00
FinancialCmte,Financial Services,"U.S. House Committee on Financial Services – @RepHensarling, Chairman. We're fighting for economic opportunity so taxpayers can achieve financial independence.","Washington, D.C.",http://financialservices.house.gov,true,23265,3212,946,10016,2009-05-27T17:00:31+00:00
aguilarpete,Pete Aguilar,Dad. Husband. Former pothole filling Mayor and elected Representative of California's 31st district. Living the dream. Personal account,"Redlands, CA",http://www.peteaguilar.com,true,2650,610,182,731,2009-05-21T05:04:40+00:00
RepSmucker,Rep. Lloyd Smucker,Representing the people of PA-16 in the U.S. House of Representatives. Husband & father.,"Lancaster, PA",http://Smucker.house.gov,true,6536,138,386,3350,2009-05-20T18:31:13+00:00
RepJerryNadler,(((Rep. Nadler))),Representing parts of Manhattan and Brooklyn. I serve as Ranking Member of @HouseJudDems. Follow me at https://t.co/eAS0pRYbYu,"New York, NY",http://nadler.house.gov,true,63148,1828,1416,5341,2009-05-15T18:37:39+00:00
USRepMikeDoyle,Mike Doyle,U.S. Member of Congress representing PA's 14th District,"Pittsburgh, PA",http://doyle.house.gov/,true,17724,73,1056,1337,2009-05-11T13:22:08+00:00
RobinLynneKelly,Robin Kelly,"Congresswoman, 2nd Illinois' Congressional district","Matteson, Illinois",http://www.robinkellyforcongress.org,true,4592,3524,262,5721,2009-05-06T21:46:47+00:00
DorisMatsui,Rep. Doris Matsui,Representing California's 6th Congressional District - including the capital city of Sacramento. Member of the Energy and Commerce Committee.,"Sacramento, CA",http://www.matsui.house.gov,true,32229,8316,1018,2995,2009-05-06T19:20:50+00:00
RepGoodlatte,Bob Goodlatte,Proudly representing the Sixth Congressional District of Virginia in the U.S. House of Representatives. Chair of @HouseJudiciary. #VA06,"Roanoke, VA",http://goodlatte.house.gov,true,106517,600,1654,6242,2009-05-05T13:18:55+00:00
MarioDB,Mario Diaz-Balart,"I am proud to represent Florida's 25th Congressional District and serve on @HouseAppropsGOP as Transportation, Housing + Urban Development Subcommittee Chair","Florida & Washington, DC",http://mariodiazbalart.house.gov,true,39180,204,1097,6625,2009-05-02T00:52:48+00:00
repdonyoung,Rep. Don Young,"Merchant Marine, Teacher, State Rep, State Senator, Congressman for all Alaska for the last 44 years and Dean of the US House.","Ft. Yukon, AK",http://www.donyoung.house.gov,true,17823,628,1108,1653,2009-05-01T18:31:38+00:00
RepGutierrez,Luis V. Gutierrez,I fight for the American dream as a Member of Congress representing the 4th District of IL. More at: https://t.co/6Cv6glBAXt,Chicago and DC,http://www.gutierrez.house.gov,true,81481,1422,1996,6224,2009-05-01T14:03:50+00:00
RepMaxineWaters,Maxine Waters,Proudly serving the people of California's 43rd District in Congress. Ranking Member of the House Financial Services Committee (@FSCDems).,"Los Angeles/Washington, D.C.",http://waters.house.gov,true,881186,668,5680,2748,2009-04-30T15:17:45+00:00
Transport,T&I Committee,"Transportation & Infrastructure Committee:
Aviation, Maritime, Highway, Transit, Railroad, Pipeline, Hazmat, Water Resource http://t.co/s7qLu5eKlw","Washington, D.C.",http://transport.house.gov,true,18993,614,911,7221,2009-04-27T19:14:48+00:00
RepMikeRogersAL,Mike Rogers,I am proud to represent Alabama's Third Congressional District.,"Washington, D.C./Anniston, AL",http://mikerogers.house.gov,true,23436,2935,1183,4245,2009-04-21T17:43:28+00:00
RepDennisRoss,Dennis Ross,"Husband, Father, and Conservative Republican Congressman serving Florida's 15th Congressional District. https://t.co/IXwSnVOJw5",Central Florida and Tampa Bay,http://DennisRoss.house.gov,true,20134,1668,955,12939,2009-04-20T20:43:13+00:00
RepBrianHiggins,Brian Higgins,Official account for the Office of Congressman Brian Higgins (NY-26) representing portions of Erie and Niagara counties. http://t.co/Cpl0TlH2JW,"WNY and Washington, DC",http://higgins.house.gov,true,22813,3519,1027,13627,2009-04-20T16:47:06+00:00
RepJoseSerrano,José E. Serrano,"Congressman representing the South Bronx, New York.",Bronx NY-Wash.DC,http://www.serrano.house.gov/,true,25248,1152,1012,4522,2009-04-20T16:06:56+00:00
amyklobuchar,Amy Klobuchar,"U.S. Senator from Minnesota. Follows, Retweets, Replies ≠ endorsement","",http://www.amyklobuchar.com,true,512431,135466,3673,7842,2009-04-20T14:59:36+00:00
repgregwalden,Rep. Greg Walden,Proudly serving the people of Oregon's Second Congressional District. Chairman of @HouseCommerce,Oregon,http://walden.house.gov,true,27480,176,1348,2341,2009-04-16T17:31:34+00:00
FrankPallone,Rep. Frank Pallone,"The official Twitter account of Congressman Frank Pallone, Jr. (D), of New Jersey's 6th district, Ranking Member of @EnergyCommerce Committee.",#NJ,http://pallone.house.gov,true,29797,2856,1435,12279,2009-04-16T13:51:56+00:00
jahimes,Jim Himes,Connecticut Congressman. Reader. Runner. Swimmer. Apiarist. And I make maple syrup.,CT and DC,http://www.himesforcongress.com,true,75022,388,1684,9284,2009-04-16T02:38:33+00:00
WaysMeansCmte,Ways and Means Dems,Official Twitter Feed of the House Ways and Means Committee Democrats. Updates from Democratic staff.,"Washington, DC",http://democrats-waysandmeans.house.gov,true,29513,248,1181,11498,2009-04-14T14:06:39+00:00
OversightDems,House OversightDems,Ranking Member Elijah E. Cummings - Oversight and Government Reform Democrats -- RT and follows do not equal endorsements Tweets from Cummings signed EEC,"Washington, DC",http://democrats.oversight.house.gov,true,62518,5501,1301,9749,2009-04-14T13:37:22+00:00
EnergyCommerce,Energy & Commerce Dems,"@FrankPallone, Jr. serves as the Ranking Member on the House Committee on Energy and Commerce. Updates from Democratic staff.","Washington, DC",http://democrats.energycommerce.house.gov,true,13335,422,574,6058,2009-04-13T18:56:41+00:00
